username,verified,followersCount,content,date,country,replyCount,retweetCount,likeCount,url,hashtags
Spacedonkey1,False,3664,"Dear Satoshi Nakamoto, 

Please donate 10000 bitcoins to me. Thank you 🤣🤣",2020-12-30 14:47:18+00:00,Argentina,1,0,3,https://twitter.com/Spacedonkey1/status/1344293995334094848,[]
Blockchainwolf1,False,45,"Where XRP started from in 2017 and where XRP actually is in 2020🔥🚀

0.224550$

Can't wait to take off 💸

#xrp #XRPCommunity #xrparmy #xrpfamily #xrpthestandart #cryptocurrency #bitcoin #Ethereum #SatoshiNakamoto #davidschwartz #BradGarlinghouse #gold #bankmoney #ALLIN #usa https://t.co/bMhXuT6gih",2020-12-29 04:19:30+00:00,France,0,0,1,https://twitter.com/Blockchainwolf1/status/1343773613024014336,"['xrp', 'XRPCommunity', 'xrparmy', 'xrpfamily', 'xrpthestandart', 'cryptocurrency', 'bitcoin', 'Ethereum', 'SatoshiNakamoto', 'davidschwartz', 'BradGarlinghouse', 'gold', 'bankmoney', 'ALLIN', 'usa']"
2Strawberries_,False,1792,"* #trading #stockstowatch $ANT $BTC $ANTBTC#Binance 2020-12-31 00:45:00

#ANT is up +0.00% to $BTC 0.00010420 in the last 3 hours

#ANT is down -0.38% to $BTC 0.00010420 in the last 60 minutes https://t.co/ulNV6n2TVY",2020-12-30 23:47:11+00:00,Argentina,0,0,0,https://twitter.com/2Strawberries_/status/1344429861537017858,"['trading', 'stockstowatch', 'Binance', 'ANT', 'ANT']"
theungeared,False,9,"We are gearing up to release our study of Satoshi Nakamoto's language tomorrow.
Part 1: Spelling Choices: American, British, Misspellings
Part 2: We will compare his language to popular Satoshi candidates.
#satoshi @crypto @decryptmedia  @laurashin @APompliano @SociableBarely https://t.co/2WNV7Gii9P",2020-12-30 18:29:57+00:00,Argentina,0,0,0,https://twitter.com/theungeared/status/1344350026768777216,['satoshi']
ezip13,False,206,@martincpvalk @ToneVays @Ripple I don't know why the guy has so much clout? I mean what are his credentials other than getting into $btc early?,2020-05-13 17:13:49+00:00,Canada,0,0,0,https://twitter.com/ezip13/status/1260619267990568960,[]
MasterCbd,False,875,"I'm still alive fam. $Link $Btc $Eth #Crypto #cryptocurrencies
#Bitcoin to 100k EOY 2021?",2020-12-30 23:45:50+00:00,Argentina,0,0,1,https://twitter.com/MasterCbd/status/1344429521836109824,"['Crypto', 'cryptocurrencies', 'Bitcoin']"
TheCryptocelt,False,8123,$btc on a f*kn rampage. Bears can suck a... lemon $eth $bitcoin $btc long it https://t.co/iJfOvpn4it,2020-12-30 23:52:43+00:00,Argentina,0,0,1,https://twitter.com/TheCryptocelt/status/1344431253303549953,[]
mooney7dl,False,350,"@LaRoucheman69 @elonmusk @Bitcoin As part of the settlement with the SEC, Musk agreed NOT to send tweets that could potentially move Tesla's stock price. Uh, pretty sure this would be a violation of that agreement.",2020-05-04 14:04:06+00:00,Mexico,0,0,0,https://twitter.com/mooney7dl/status/1257310032602951688,[]
Trumpvsobamatw,False,105,Woohoo! Lucky New Year Spin brought me 70 BFGBTC. Any way you spin - you'll definitely win!  #betfury #bf_christmas #bitcoin #igaming #betfurysuccess,2020-12-30 23:59:54+00:00,Argentina,0,0,0,https://twitter.com/Trumpvsobamatw/status/1344433060868222976,"['betfury', 'bf_christmas', 'bitcoin', 'igaming', 'betfurysuccess']"
BOPGA08,False,167,$BTC booming rn. 15k-20k let's hit em all! https://t.co/mKFxksrT1P,2020-11-03 23:26:24+00:00,Mexico,0,0,0,https://twitter.com/BOPGA08/status/1323768521663434752,[]
DocCallum,False,1671,"Anybody got Satoshi Nakamoto's address? I heard the SEC was looking for him! LOL!!!
@Kevin_Cage_ @BakkupBradley @CKJCryptonews",2020-12-30 19:14:04+00:00,Argentina,13,0,70,https://twitter.com/DocCallum/status/1344361129464762368,[]
J_Prance1,False,55,@bensemchee @PayPal Why bother? It's not the real $BTC anyways. You don't hold the keys and can't transfer it to your own wallet.,2020-11-18 12:54:50+00:00,Mexico,0,0,0,https://twitter.com/J_Prance1/status/1329045401899569153,[]
Rwandakho,False,272,@eastwestbanker hi. Is there any way my visa could purchase in https://t.co/sej26kYAOe? I would like to buy bitcoin but it was denied. It said contact your issuing bank. Do u allow buying cryptocurrencies? Thank you.,2020-04-27 09:18:27+00:00,South Korea,0,0,0,https://twitter.com/Rwandakho/status/1254701431778496512,[]
very_angeryy,False,43,@Bybit_Official im gonna go with $29488 for one #Bitcoin,2020-12-30 23:55:04+00:00,Argentina,0,0,0,https://twitter.com/very_angeryy/status/1344431845413367809,['Bitcoin']
patlimkh,False,231,@xrp_mami The only way the SEC can go for BTC is if they find out who Satoshi Nakamoto is. If they can’t it’s like them going after gold🤷‍♂️,2020-12-29 22:54:05+00:00,Argentina,1,0,4,https://twitter.com/patlimkh/status/1344054110346223616,[]
cryptoizmedia,False,51145,"Daily Gainers on @binance &amp; @indodax 30 December.

@Everipedia @MithrilOfficial @arpaofficial @thorchain_org @contentosio @CelsiusNetwork @DigiByteCoin @Polkadot @HPB_Global 

$IQ $MITH $ARPA $RUNE $COS $CEL $DGB $DOT $LYFE $HPB $BNB $RFUEL $BTC $ETH #BTCUSDT https://t.co/mhLM0vzvis",2020-12-30 09:03:12+00:00,Argentina,0,0,3,https://twitter.com/cryptoizmedia/status/1344207397141630977,['BTCUSDT']
SRGGIOO,False,10,"@Deise_Lowe 
Bitcoin
https://t.co/xaGLss40qL",2020-11-01 10:55:02+00:00,Peru,0,0,1,https://twitter.com/SRGGIOO/status/1322854659221082121,[]
heeeyejxx,False,57,#BTCUSD back to earth before another bull run #kucoinchristmas https://t.co/LCYhNNT5Jd,2020-12-30 14:19:28+00:00,Argentina,0,0,0,https://twitter.com/heeeyejxx/status/1344286987264540672,"['BTCUSD', 'kucoinchristmas']"
BIKapital,False,471,"@PeterSchiff @Bitcoin Pete you and I both know #bitcoin is a “risk on” asset. There’s no rally, because investors are looking for security rn. Stop clowning.",2020-03-03 21:26:14+00:00,El Salvador,0,0,0,https://twitter.com/BIKapital/status/1234953253391081477,['bitcoin']
usd2btc,False,1127,"Still a long way to go...
#Bitcoin #BTC https://t.co/4CJynIa0ru",2020-12-30 23:59:54+00:00,Argentina,0,0,1,https://twitter.com/usd2btc/status/1344433061681721344,"['Bitcoin', 'BTC']"
WilliamWonders,False,331,Greatest plot twist in 2021 : @elonmusk reveals that he is indeed Satoshi Nakamoto,2020-12-30 18:06:39+00:00,Argentina,0,0,0,https://twitter.com/WilliamWonders/status/1344344160527032320,[]
investmentshub1,False,202,BTC isn't running out of momentum just yet - #BTCUSDT chart https://t.co/mCdyOrOvVN,2020-12-30 14:32:36+00:00,Argentina,1,1,1,https://twitter.com/investmentshub1/status/1344290293537902593,['BTCUSDT']
Priced_In_Sats,False,109,"1 - 352,483,516 Sats
2 - 102,109,493 Sats
3 - 5,774,552,241 Sats
4 - 17,770,532 Sats
5 - 462,021 Sats
6 - 99,527 Sats
7 - 302,082 Sats
8 - 14,176 Sats

#Bitcoin  #SatoshiNakamoto #satsthestandard #stackingsats #tftc $usd $btc #bitcoinprice #bitcoinnews https://t.co/3ian9WRgmg",2020-12-30 15:14:36+00:00,Argentina,0,0,0,https://twitter.com/Priced_In_Sats/status/1344300865683906560,"['Bitcoin', 'SatoshiNakamoto', 'satsthestandard', 'stackingsats', 'tftc', 'bitcoinprice', 'bitcoinnews']"
krytec_ch,False,917,"@maticnetwork has given me the opportunity to launch a official #swiss #matic #community on telegram.  🙏 

join here: https://t.co/LQYvC9Zn8T

#switzerland 
#Davos2020 
#Davos 
#Crypto 
#cryptocurrency 
#bitcoin 
#ethereum 
#Zurich 
#WEF 
#blockchain 
#fintech
#defi
$matic",2020-01-21 10:14:47+00:00,France,0,4,13,https://twitter.com/krytec_ch/status/1219563987014209537,"['swiss', 'matic', 'community', 'switzerland', 'Davos2020', 'Davos', 'Crypto', 'cryptocurrency', 'bitcoin', 'ethereum', 'Zurich', 'WEF', 'blockchain', 'fintech', 'defi']"
WhatSeperatesU,False,1514,@TylerIAm Satoshi Nakamoto he's the bet person to watch youtube about learning about bitcoin,2020-12-29 16:28:25+00:00,Argentina,0,0,0,https://twitter.com/WhatSeperatesU/status/1343957052771553282,[]
lumpialife,False,39,"Happy Bitcoin Pizza day! Today, bitcoiners all over the world over will celebrate the anniversary of the most expensive pizzas in history.
#BitcoinPizzaDay #Bitcoin https://t.co/4odbDvHPYG",2020-05-21 23:21:08+00:00,South Korea,0,0,0,https://twitter.com/lumpialife/status/1263610811634737152,"['BitcoinPizzaDay', 'Bitcoin']"
Pygoz,False,1530,"$30K is within reach now, let's do it in 2020 #Bitcoin https://t.co/jyIKHFcIaS",2020-12-30 23:57:26+00:00,Argentina,1,0,6,https://twitter.com/Pygoz/status/1344432441134624771,['Bitcoin']
MoneyDropPay,False,6947,Let me find out my $BTC up.,2020-10-28 22:19:32+00:00,Mexico,0,0,0,https://twitter.com/MoneyDropPay/status/1321577364632076296,[]
NgaNhi8,False,85,@binance Bitcoin price will be as at January 1st 00:00 will be $29884,2020-12-30 23:57:06+00:00,Argentina,0,0,0,https://twitter.com/NgaNhi8/status/1344432355457396736,[]
bakednet,False,522,"[ꜩ] #Tezos Daily $XTZ [ꜩ]
       《《 Kraken 》》

« $BTC »
A:0.0000687
L:0.0000685
H:0.0000750
%:-7.70

« $USD »
A:$1.99
L:$1.96
H:$2.07
%:-3.48

Market Cap: $1,476,448,522
24h Volume: $32,389,283",2020-12-30 23:40:04+00:00,Argentina,0,0,0,https://twitter.com/bakednet/status/1344428066618138626,['Tezos']
MarketVectors,False,40,"BTC/USD future sell price targets 36k, 54k, 191k / 13k , 8k, 5k - #BTCUSD chart https://t.co/kngoTaDArX",2020-12-30 17:15:25+00:00,Argentina,0,0,1,https://twitter.com/MarketVectors/status/1344331268226387968,['BTCUSD']
Scorcher76,False,18,@GoingParabolic Satoshi Nakamoto probably would still feel the same...,2020-12-30 06:53:44+00:00,Argentina,0,0,0,https://twitter.com/Scorcher76/status/1344174816774021125,[]
PeaceTee2021,False,265,@saxena_puru 4) The first blockchain was conceptualized by a person (or group of people) known as Satoshi Nakamoto in 2008.,2020-12-30 06:10:50+00:00,Argentina,0,0,1,https://twitter.com/PeaceTee2021/status/1344164019691794433,[]
lagahit,False,773,Swapped all my $xtz's last week before $btc $eth went for a rampage 😂 https://t.co/V5FXgoQuDF,2020-07-28 22:43:20+00:00,Israel,0,0,0,https://twitter.com/lagahit/status/1288243672517971968,[]
tinotatum,False,298,My #Bitcoin Analysis | #BTC Charts Explained https://t.co/68cGnDFGcZ $BTC $GBTC $SQ $MSTR #BTCUSDT #bitcoinnews,2020-12-30 09:17:44+00:00,Argentina,0,0,0,https://twitter.com/tinotatum/status/1344211056269385729,"['Bitcoin', 'BTC', 'BTCUSDT', 'bitcoinnews']"
casinob,False,592,"https://t.co/hwMdGS6GOu

Very interesting... it shows the use of #bitcoin in an important sport league. Things will get really interesting in 2021 for this #crypto

#cryptocurrency",2020-12-30 23:56:04+00:00,Argentina,0,0,0,https://twitter.com/casinob/status/1344432093930156034,"['bitcoin', 'crypto', 'cryptocurrency']"
HeyJonBray,False,108,BTC seems to be in accumulation. How might it play out? - #BTCUSDT chart https://t.co/aKQEVwVVEp,2020-12-28 23:32:20+00:00,Argentina,0,0,1,https://twitter.com/HeyJonBray/status/1343701345077903360,['BTCUSDT']
vamosvigilante,False,6982,@snecktoshi @DanielKrawisz @michael_saylor @jeffdeist The Mises Institute ignored #Bitcoin for a very long time.  I can’t say I have visited them much in the past 10 years either 😂,2020-12-30 23:58:57+00:00,Argentina,1,0,2,https://twitter.com/vamosvigilante/status/1344432822841466880,['Bitcoin']
JulianBelaBlaga,False,366,Does Bitcoin hit 25k today? #Bitcoin,2020-12-26 03:42:29+00:00,Mexico,1,0,1,https://twitter.com/JulianBelaBlaga/status/1342677135081791488,['Bitcoin']
theman6239able,False,4387,This is bullshit I have old foreign currency I don’t want to spend because the price of silver is going up #money #business #entrepreneur #success #motivation #love #bitcoin #forex #investment #cash #wealth #finance… https://t.co/eVX5UOQeEi,2020-09-09 23:29:25+00:00,Papua New Guinea,0,0,1,https://twitter.com/theman6239able/status/1303837945741234176,"['money', 'business', 'entrepreneur', 'success', 'motivation', 'love', 'bitcoin', 'forex', 'investment', 'cash', 'wealth', 'finance']"
KenlynKouture,False,39,"Shop our $$$ Jacket at https://t.co/Id1Vo0UDrx Save 20% at checkout with code Xmas2020 

#WhereTheMoneyReside #WhereTheMoneyResides #Bitcoin #Christmas https://t.co/NknR6pkoXQ",2020-12-18 17:17:11+00:00,El Salvador,0,1,0,https://twitter.com/KenlynKouture/status/1339983057705701377,"['WhereTheMoneyReside', 'WhereTheMoneyResides', 'Bitcoin', 'Christmas']"
coin_mac,False,50,Bitcoin Price Jumps Five Percent as Trump Strike Escalates US-Iran Tensions https://t.co/0qyuUyAtSL,2020-01-03 09:48:42+00:00,France,0,0,0,https://twitter.com/coin_mac/status/1213034441020444672,[]
Galindo_Inc,False,912,"1 #Bitcoin  will buy the #DowJones that is our next goal 

#crypto $btc #Litecoin #DigiByte  is the future 

@realDonaldTrump https://t.co/ay6lEDYYf9",2020-12-30 23:54:32+00:00,Argentina,0,0,1,https://twitter.com/Galindo_Inc/status/1344431707361972224,"['Bitcoin', 'DowJones', 'crypto', 'Litecoin', 'DigiByte']"
toocutepre,False,1050,I had about $10 worth of Bitcoin now it’s at $13 we going to the big leagues 🤩,2020-12-30 03:26:05+00:00,Mexico,1,0,0,https://twitter.com/toocutepre/status/1344122558287908864,[]
Stephen96502560,False,84,@WizardsCash I'm in that category still trying let me rephrase that Meg the stallion gave me 10.31 in Bitcoin and I gave it to@feelingfroggy181 to help her with her car repairs not sure if that was a give away,2020-12-24 21:36:03+00:00,Canada,0,0,0,https://twitter.com/Stephen96502560/status/1342222529738502144,[]
dragonCT88,False,828,"$btc kept pumping and unstoppable. 
.
.
.
.

Let the $alts response be: SANA ALL

$eth $ltc $xrp $xlm $grt $nu $bnt $snx $cvc $dnt $oxt $ren $lrc $yfi",2020-12-30 23:44:12+00:00,Argentina,0,0,5,https://twitter.com/dragonCT88/status/1344429106910281730,[]
chazachambers,False,334,Could it be? #bitcoin #Crypto @forbes https://t.co/4ajjXGVYEJ,2020-03-18 04:14:40+00:00,Papua New Guinea,0,0,2,https://twitter.com/chazachambers/status/1240129470352306176,"['bitcoin', 'Crypto']"
andyorange,False,835,Oooh I love this #opendime verifier! @OPENDIME #Bitcoin $BTC https://t.co/f8XGzDS0it,2020-01-06 00:40:11+00:00,France,2,0,3,https://twitter.com/andyorange/status/1213983563953123329,"['opendime', 'Bitcoin']"
Tokenn,False,907,"@xrp_mami Precisely how will the SEC go after #Bitcoin? Isn't it located only on thousands of nodes around the world? 

No central office or organization, no dedicated infrastructure...nobody even knows who Satoshi Nakamoto is.",2020-12-30 00:37:55+00:00,Argentina,1,0,4,https://twitter.com/Tokenn/status/1344080238645444608,['Bitcoin']
knarkill,False,9981,He should buy 1 #bitcoin with it.,2020-12-19 03:12:42+00:00,Mexico,0,0,22,https://twitter.com/knarkill/status/1340132924839096320,['bitcoin']
mvpeezyy,False,798,@BriscoeThaDon Lemme find out yall put 200k Into bitcoin with my tithes 😂😂😂😂 and lost it I'm finna air the church tea out,2020-12-27 20:02:23+00:00,Mexico,2,0,1,https://twitter.com/mvpeezyy/status/1343286123087474697,[]
alextapscott,True,26590,Hey @federalreserve while you’re at it buy $BTC you can thank me later.,2020-03-15 22:30:05+00:00,Papua New Guinea,3,2,12,https://twitter.com/alextapscott/status/1239317977213751300,[]
BlackTonyRomo,False,4968,@ChrisCalamari Send me some bitcoin if you got it like that to throw out lol. I have less than a fraction of one,2020-06-24 21:28:59+00:00,Canada,1,0,0,https://twitter.com/BlackTonyRomo/status/1275903773492330497,[]
HodlTahoe,False,222,@Concern52592256 @BrainHarrington Ripple is a company and XRP is centralized. There is no company associated with #Bitcoin and it's 100% decentralized so the SEC has no one to go after. The best thing Satoshi Nakamoto did for #Bitcoin was disappear.,2020-12-30 04:50:45+00:00,Argentina,2,0,6,https://twitter.com/HodlTahoe/status/1344143865708650496,"['Bitcoin', 'Bitcoin']"
itsjustjarrod,False,2417,Yal really get these bitcoin cashapps from meg?,2020-12-17 23:58:54+00:00,Canada,0,0,0,https://twitter.com/itsjustjarrod/status/1339721766483218436,[]
mrlunchmoney,False,335,@BKKSB1 @paulabinvest @DGBAT_Official @DigiByteCoin Thanks. So far I have $400 for 14k. I'll stay focused on $BTC and hope to see $DGB achieve greatness,2020-12-30 23:56:22+00:00,Argentina,1,0,0,https://twitter.com/mrlunchmoney/status/1344432169607983113,[]
emily_curtiss,False,2868,"@LayahHeilpern Pay medical bills, catch up on back due bills, pay on our mortgage, put a little in my son's savings account, and invest some in bitcoin.",2020-12-29 18:17:17+00:00,Mexico,0,0,0,https://twitter.com/emily_curtiss/status/1343984448258383872,[]
in_tradingview,False,65141,#BTCUSDT - $BTC Trade Setup - TradingView - https://t.co/dxKz1N59dg,2020-12-30 23:50:02+00:00,Argentina,0,0,2,https://twitter.com/in_tradingview/status/1344430578242711552,['BTCUSDT']
taspro27,False,381,@BinanceAmerica #Bitcoin all the way,2020-04-21 08:18:27+00:00,South Korea,0,0,0,https://twitter.com/taspro27/status/1252512004280991744,['Bitcoin']
juanberto93,False,1348,"$juanberto #cashapp need to invest in Bitcoin, help me get started! https://t.co/SKGA1dW2CK",2020-12-30 23:55:37+00:00,Argentina,0,0,0,https://twitter.com/juanberto93/status/1344431983674462210,['cashapp']
Timpace30,False,304,Bitcoin 1 week outlook 12-29-2020 - #BTCUSDT chart https://t.co/2iKkVfQJG1,2020-12-29 14:25:54+00:00,Argentina,0,0,2,https://twitter.com/Timpace30/status/1343926221772476417,['BTCUSDT']
jieotaka,False,4168,"$ONE 
#BTCUSD chart https://t.co/agpekOFm3k via https://t.co/iYtX0e3XaF https://t.co/842lY4RYWl",2020-12-30 14:30:12+00:00,Argentina,1,0,2,https://twitter.com/jieotaka/status/1344289690124357633,['BTCUSD']
dura_laszlo,False,2,"My guess is #BTCUSD  30,123 https://t.co/jyCOfiD6Yt",2020-12-30 22:38:36+00:00,Argentina,0,0,0,https://twitter.com/dura_laszlo/status/1344412599807569920,['BTCUSD']
aBlock0,False,876,"@TheStalwart @PeterMcCormack Satoshi Nakamoto doesn't sound very western to me, Joe. 
Can you prove i am wrong?",2020-12-30 14:35:34+00:00,Argentina,0,0,0,https://twitter.com/aBlock0/status/1344291042200317955,[]
allstar60shot,False,955,@TyyGotTheJuuice you fw Bitcoin? prolly throw a hunnit up thea,2020-12-30 16:44:04+00:00,Mexico,1,0,0,https://twitter.com/allstar60shot/status/1344323377100685313,[]
ValueWizardry,False,800,What if Satoshi Nakamoto revealed himself and admitted Bitcoin was a big joke and he has 1 billion more out of thin air?,2020-12-29 22:14:47+00:00,Argentina,0,0,0,https://twitter.com/ValueWizardry/status/1344044220076732416,[]
AlisaAnglin,False,2,Here’s 5 key Bitcoin factors to watch as new investors buy BTC in 2021 https://t.co/ZAQxFOJcIj via @esp_jaxalves,2020-12-14 04:17:45+00:00,United States,0,0,0,https://twitter.com/AlisaAnglin/status/1338337356596842497,[]
bitpaymt,False,44,@berti3211 @BankXRP Yes it seems deliberate. Many many people urged the websites and social media feeds of crypto Twitter from corporations to people to STOP calling XRP ripple. #xrp is NOT #Ripple . Satoshi Nakamoto created bitcoin he/she/they is NOT #Bitcoin  Bill Gates is NOT the vaccine 💉😀,2020-12-30 16:39:44+00:00,Argentina,0,0,0,https://twitter.com/bitpaymt/status/1344322290067124225,"['xrp', 'Ripple', 'Bitcoin']"
armandkimson,False,1070,How much 6.5 million in Bitcoin worth?,2020-12-29 14:50:02+00:00,Mexico,1,0,0,https://twitter.com/armandkimson/status/1343932292385878016,[]
jeremymahaley,False,673,Can you send some bitcoin so i can invest for christmas ❤️@pulte $jexemy,2020-12-25 00:25:54+00:00,Mexico,0,0,0,https://twitter.com/jeremymahaley/status/1342265276558159878,[]
Hinxko,False,63,"Bitcoin now at new all time high.
Ez money",2020-12-01 01:21:55+00:00,Canada,0,0,0,https://twitter.com/Hinxko/status/1333582065154076673,[]
rendell324,False,212,"@AltheaCelisMD spam, yakult, and eggs are the new currency 😅

sarisa is the new bitcoin 😅",2020-05-24 05:14:20+00:00,South Korea,0,0,0,https://twitter.com/rendell324/status/1264424469415604227,[]
atoniorivas,False,443,bitcoin really made me money last night 🤩,2020-12-17 13:00:44+00:00,United States,0,0,1,https://twitter.com/atoniorivas/status/1339556133825077248,[]
realcryptolive,False,11041,"If you had a 15-minute interview with Satoshi Nakamoto and had one question allowed to be asked, what would it be?",2020-12-29 17:18:17+00:00,Argentina,0,1,1,https://twitter.com/realcryptolive/status/1343969603446308865,[]
RagingBitcoin,False,1646,Bitcoin is my savings https://t.co/iPZ8rrKxKY,2020-12-30 23:58:15+00:00,Argentina,1,0,4,https://twitter.com/RagingBitcoin/status/1344432644197548034,[]
bitpartner,False,228,"@PeterSchiff @davidgokhshtein You are correct, the establishment will fight back. One difference here you should consider is centralized control. As an organization, Ripple can be sued. In the case of Bitcoin, what entity will they go after? Satoshi Nakamoto? The Bitcoin Foundation? These are dead ends.",2020-12-29 22:45:44+00:00,Argentina,0,0,2,https://twitter.com/bitpartner/status/1344052009163313152,[]
GustoTheGR8,False,1556,I really watched Bitcoin jump 15k this year,2020-12-19 17:11:39+00:00,Mexico,0,0,0,https://twitter.com/GustoTheGR8/status/1340344055075643393,[]
EmiMoonsoon,False,1263,There are countless characteristics of #bitcoin I love apart from its high #ROI aspect. Seeing this uptrend is fantastic thou!! #hello15K ☺️ https://t.co/mtTzHiynDt,2020-11-05 16:20:59+00:00,France,0,0,4,https://twitter.com/EmiMoonsoon/status/1324386236635713538,"['bitcoin', 'ROI', 'hello15K']"
JLsPerspective,False,645,How about that #Bitcoin,2020-12-28 18:03:20+00:00,Mexico,0,0,1,https://twitter.com/JLsPerspective/status/1343618551765213184,['Bitcoin']
JohnMicabalo,False,753,@PeterSchiff The question is how to find satoshi nakamoto? LOL...,2020-12-29 14:11:22+00:00,Argentina,0,0,0,https://twitter.com/JohnMicabalo/status/1343922564037427201,[]
Marsiveshot,False,8941,$BTC #BTC #BTCUSDT: The blue line breaking down will see #Bitcoin further decline to 24k++ https://t.co/jyz5oRenx7,2020-12-29 07:28:49+00:00,Argentina,1,0,0,https://twitter.com/Marsiveshot/status/1343821258463604736,"['BTC', 'BTCUSDT', 'Bitcoin']"
Proshieldinc,False,572,@amtvmedia Trump will get rid of China coin Bitcoin,2020-12-30 21:20:50+00:00,Australia,1,0,2,https://twitter.com/Proshieldinc/status/1344393030606925828,[]
PiCoinKenya,False,77374,The first BTC specification and proof of concept was published in 2009 in a cryptography mailing list by Satoshi Nakamoto. Satoshi left the project in late 2010 without revealing much about himself. The community has since grown exponentially with many developers working on BTC.,2020-12-29 15:04:10+00:00,Argentina,0,0,0,https://twitter.com/PiCoinKenya/status/1343935848904089602,[]
RodneyR23620253,False,55,"2017/2018 Bull run was a model rocket launch that gradually came back to earth.

2020/2021 Bull run will be an actual spacecraft takeoff directly for the moon.

#Bitcoin is just the entree / distraction. #xrp is the main course.
#xrpthestandard #0doubt",2020-12-21 06:17:12+00:00,Israel,0,0,1,https://twitter.com/RodneyR23620253/status/1340904132173971456,"['Bitcoin', 'xrp', 'xrpthestandard', '0doubt']"
ForecastCity,False,5892,💡 Don't miss the great buy opportunity in Bitcoin/TetherUSD - #BTCUSDT chart https://t.co/75g5AhVt5S,2020-12-29 18:16:57+00:00,Argentina,0,4,8,https://twitter.com/ForecastCity/status/1343984364045012994,['BTCUSDT']
NigeriaSnake,False,90,"@binance 1. Have at least half a $BTC
2. Own between 1 to 2 $ETH
3. Own several amount of at least 10 low cap altcoin.
4. Be a full time Crypto trader by Q4 '21",2020-12-30 23:51:23+00:00,Argentina,0,0,0,https://twitter.com/NigeriaSnake/status/1344430917885034498,[]
Foxxrex,False,3550,"Great work @danheld I am biased here and I hope you are right. I don’t want to believe in the 80% correction when we hit 31-32k but the chance is there.
@michael_saylor @Bitcoin @scottwalker99 https://t.co/hctEUgFIxo",2020-12-27 01:45:39+00:00,France,0,0,1,https://twitter.com/Foxxrex/status/1343010121937543168,[]
Santopaolo_Adv,False,859,"@GoingParabolic 100%. Bitcoin isn’t an investment, it’s a store of wealth. Investment mentality is when you are planning on cashing out.",2020-12-30 23:59:03+00:00,Argentina,2,2,16,https://twitter.com/Santopaolo_Adv/status/1344432847290068993,[]
www_wh0re,False,485,The CEO of Ripple has admitted that $XRP has experienced market manipulation by a discord server the past few days! They made a lot of money! 👉 https://t.co/FMM7mI9RNC $Btc $eth $grt,2020-12-30 23:43:55+00:00,Argentina,0,0,0,https://twitter.com/www_wh0re/status/1344429035804217345,[]
resourcebull,False,1038,Who is the most famous anonymous person modern history? #SatoshiNakamoto,2020-12-30 20:50:28+00:00,Argentina,0,0,0,https://twitter.com/resourcebull/status/1344385387809157121,['SatoshiNakamoto']
danxsufe,False,283,"“I just found out there's a Discord group with 170,000+ members manipulating the market. They have pumped Bitcoin, $XRP, $ETH, $GRT and more. See for yourself: https://t.co/mZSiTD7oBa"" https://t.co/wEE09ckgmQ",2020-12-30 23:56:10+00:00,Argentina,0,0,0,https://twitter.com/danxsufe/status/1344432121964707840,[]
id_tradingview,False,4763,#BTCUSDT - BITCOIN hati hati - TradingView - https://t.co/HL0WrboqfP,2020-12-29 12:20:02+00:00,Argentina,0,0,0,https://twitter.com/id_tradingview/status/1343894545105264640,['BTCUSDT']
MattDeBiaso,False,675,Those old fake ID companies who only accepted Bitcoin must be absolutely living it up rn,2020-12-16 17:44:39+00:00,United States,1,0,3,https://twitter.com/MattDeBiaso/status/1339265195663912975,[]
ice_cold_oatmea,False,125,okay i'll admit it i'm the real Burial and Satoshi Nakamoto,2020-12-30 00:31:21+00:00,Argentina,0,0,6,https://twitter.com/ice_cold_oatmea/status/1344078588061097985,[]
SerranoReyMiami,False,143,"@bancodebarstool @jonnajarian @3at3_UOA The $2.000 will be used for Bitcoin, you can take that to the bank !",2020-12-29 16:38:27+00:00,Australia,0,0,0,https://twitter.com/SerranoReyMiami/status/1343959577277181953,[]
marleyondabeatz,False,241,Threw a couple a dollars in the Bitcoin 😏 https://t.co/17P93rM1r5,2020-12-28 16:19:33+00:00,Australia,0,0,0,https://twitter.com/marleyondabeatz/status/1343592433880330246,[]
sillyauntie,False,1718,"@surftbort @theestallion *taps you on your shoulder*
*whispers* 

how do you use Bitcoin??",2020-12-18 05:13:11+00:00,Trinidad and Tobago,0,0,0,https://twitter.com/sillyauntie/status/1339800857429372928,[]
Cartahh,False,128,"All you idiots investing in bitcoin and stocks smh... I just spent $3 on a scratch ticket and won $15. That's like a 500% ROI (that's return on investment for u knuckledraggin mouthbreathers). 

Ima be rich by next week!",2020-12-30 23:55:43+00:00,Argentina,1,0,2,https://twitter.com/Cartahh/status/1344432008030728192,[]
bitcoinunitesus,False,1083,"Two times in human history this has ever happened: founding fathers of the United States relinquishing power, and Satoshi Nakamoto. Both creating durable systems of governance https://t.co/49gqfpDXfH",2020-12-30 21:46:46+00:00,Argentina,0,0,1,https://twitter.com/bitcoinunitesus/status/1344399554305609728,[]
EmoHeauxx,False,441,"@theestallion @CashApp $kasidycain #BITCOINMEG 
I have no idea how Bitcoin works but I hear money and I’m there",2020-12-18 02:38:17+00:00,Trinidad and Tobago,1,0,1,https://twitter.com/EmoHeauxx/status/1339761877572853767,['BITCOINMEG']
terencelewis,False,335,@Akon @Square @PayPal @Fidelity AKOIN is the Bitcoin of Africa.  Onward!,2020-12-30 23:56:44+00:00,Argentina,0,0,2,https://twitter.com/terencelewis/status/1344432263099019265,[]
